year,route_count,prepend_count,prepend_lengths,prepend_counts
2001,1151112,71667,"(2, 1, 3, 4, 7, 5, 10, 20, 6, 9, 8, 12)","(16117, 31766, 12446, 4461, 620, 2559, 1390, 14, 1676, 198, 417, 3)"
