year,route_count,prepend_count,prepend_lengths,prepend_counts
2022,47535923,2129218,"(2, 3, 1, 4, 5, 7, 8, 9, 6, 10, 14, 15, 11, 19, 12, 18, 20, 16, 13, 30, 24, 21, 254, 49, 25, 17, 50)","(463388, 397647, 740586, 194653, 138382, 36502, 25430, 26385, 57082, 22599, 5883, 5624, 9396, 192, 1967, 55, 467, 559, 2031, 9, 221, 11, 3, 34, 53, 39, 20)"
