year,route_count,prepend_count,prepend_lengths,prepend_counts
2022,7171126,157689,"(1, 3, 2, 4, 9, 16, 6, 5, 12, 10, 7, 8, 11, 15, 24, 14, 13)","(72023, 26730, 30039, 11347, 1349, 80, 2639, 7161, 124, 306, 2143, 1285, 1296, 568, 11, 7, 581)"
